batchId,startFecha,startHora,startFechaHoraISO,endFecha,endHora,endFechaHoraISO,pn,piezasTotales,startAccum,endAccum,stations_json
D10182025S2C1,10/18/2025,15:00:00,2025-10-18T15:00:00,10/18/2025,22:30:00,2025-10-18T22:30:00,"WG REA STELLANTIS CA028",932,828,0,"[{""station"":""620"",""ok"":989,""nok"":0},{""station"":""730"",""ok"":996,""nok"":0},{""station"":""731"",""ok"":989,""nok"":6},{""station"":""750"",""ok"":989,""nok"":0},{""station"":""810"",""ok"":980,""nok"":1},{""station"":""915"",""ok"":997,""nok"":1},{""station"":""940"",""ok"":964,""nok"":17},{""station"":""960"",""ok"":965,""nok"":1},{""station"":""CHW"",""ok"":974,""nok"":8},{""station"":""CCC"",""ok"":991,""nok"":0},{""station"":""MAT"",""ok"":979,""nok"":0},{""station"":""EOL"",""ok"":932,""nok"":19}]"
D10182025S3C1,10/18/2025,22:30:00,2025-10-18T22:30:00,10/19/2025,07:00:00,2025-10-19T07:00:00,"WG REA STELLANTIS CA028",0,0,0,"[{""station"":""620"",""ok"":0,""nok"":0},{""station"":""730"",""ok"":0,""nok"":0},{""station"":""731"",""ok"":0,""nok"":0},{""station"":""750"",""ok"":0,""nok"":0},{""station"":""810"",""ok"":0,""nok"":0},{""station"":""915"",""ok"":0,""nok"":0},{""station"":""940"",""ok"":0,""nok"":0},{""station"":""960"",""ok"":0,""nok"":0},{""station"":""CHW"",""ok"":0,""nok"":0},{""station"":""CCC"",""ok"":0,""nok"":0},{""station"":""MAT"",""ok"":0,""nok"":0},{""station"":""EOL"",""ok"":0,""nok"":0}]"
D10192025S1C1,10/19/2025,07:00:00,2025-10-19T07:00:00,10/19/2025,11:49:26 AM,2025-10-19T11:49:26 AM,"WG REA STELLANTIS CA028",471,0,471,"[{""station"":""620"",""ok"":475,""nok"":0},{""station"":""730"",""ok"":476,""nok"":0},{""station"":""731"",""ok"":475,""nok"":2},{""station"":""750"",""ok"":480,""nok"":0},{""station"":""810"",""ok"":483,""nok"":0},{""station"":""915"",""ok"":483,""nok"":0},{""station"":""940"",""ok"":477,""nok"":11},{""station"":""960"",""ok"":473,""nok"":4},{""station"":""CHW"",""ok"":467,""nok"":1},{""station"":""CCC"",""ok"":472,""nok"":2},{""station"":""MAT"",""ok"":481,""nok"":2},{""station"":""EOL"",""ok"":471,""nok"":11}]"
D10192025S1C2,10/19/2025,11:50:26 AM,2025-10-19T11:50:26 AM,10/19/2025,12:39:26 PM,2025-10-19T12:39:26 PM,"WG REA STELLANTIS CA028 REWORK NO BRANSON",90,0,90,"[{""station"":""620"",""ok"":0,""nok"":0},{""station"":""730"",""ok"":0,""nok"":0},{""station"":""731"",""ok"":0,""nok"":0},{""station"":""750"",""ok"":0,""nok"":0},{""station"":""810"",""ok"":0,""nok"":0},{""station"":""915"",""ok"":0,""nok"":0},{""station"":""940"",""ok"":96,""nok"":5},{""station"":""960"",""ok"":93,""nok"":3},{""station"":""CHW"",""ok"":0,""nok"":0},{""station"":""CCC"",""ok"":0,""nok"":0},{""station"":""MAT"",""ok"":0,""nok"":0},{""station"":""EOL"",""ok"":90,""nok"":3}]"
D10192025S1C3,10/19/2025,12:40:26 PM,2025-10-19T12:40:26 PM,10/19/2025,15:00:00,2025-10-19T15:00:00,"WG REA STELLANTIS CA028 REWORK EOL",110,0,0,"[{""station"":""620"",""ok"":0,""nok"":0},{""station"":""730"",""ok"":0,""nok"":0},{""station"":""731"",""ok"":0,""nok"":0},{""station"":""750"",""ok"":0,""nok"":0},{""station"":""810"",""ok"":0,""nok"":0},{""station"":""915"",""ok"":0,""nok"":0},{""station"":""940"",""ok"":0,""nok"":0},{""station"":""960"",""ok"":0,""nok"":0},{""station"":""CHW"",""ok"":0,""nok"":0},{""station"":""CCC"",""ok"":0,""nok"":0},{""station"":""MAT"",""ok"":0,""nok"":0},{""station"":""EOL"",""ok"":110,""nok"":21}]"
D10192025S2C1,10/19/2025,15:00:00,2025-10-19T15:00:00,10/19/2025,3:10:26 PM,2025-10-19T3:10:26 PM,"WG REA STELLANTIS CA028 REWORK EOL",0,0,0,"[{""station"":""620"",""ok"":0,""nok"":0},{""station"":""730"",""ok"":0,""nok"":0},{""station"":""731"",""ok"":0,""nok"":0},{""station"":""750"",""ok"":0,""nok"":0},{""station"":""810"",""ok"":0,""nok"":0},{""station"":""915"",""ok"":0,""nok"":0},{""station"":""940"",""ok"":0,""nok"":0},{""station"":""960"",""ok"":0,""nok"":0},{""station"":""CHW"",""ok"":0,""nok"":0},{""station"":""CCC"",""ok"":0,""nok"":0},{""station"":""MAT"",""ok"":0,""nok"":0},{""station"":""EOL"",""ok"":0,""nok"":0}]"
D10192025S2C2,10/19/2025,3:11:26 PM,2025-10-19T3:11:26 PM,10/19/2025,22:30:00,2025-10-19T22:30:00,"WG REA FORD CA030",0,0,0,"[{""station"":""620"",""ok"":11,""nok"":2},{""station"":""730"",""ok"":11,""nok"":0},{""station"":""731"",""ok"":10,""nok"":0},{""station"":""750"",""ok"":1,""nok"":0},{""station"":""810"",""ok"":0,""nok"":0},{""station"":""915"",""ok"":0,""nok"":0},{""station"":""940"",""ok"":0,""nok"":0},{""station"":""960"",""ok"":0,""nok"":0},{""station"":""CHW"",""ok"":23,""nok"":0},{""station"":""CCC"",""ok"":16,""nok"":0},{""station"":""MAT"",""ok"":2,""nok"":1},{""station"":""EOL"",""ok"":0,""nok"":0}]"
D10192025S3C1,10/19/2025,22:30:00,2025-10-19T22:30:00,10/20/2025,07:00:00,2025-10-20T07:00:00,"WG REA FORD CA030",0,0,0,"[{""station"":""620"",""ok"":0,""nok"":0},{""station"":""730"",""ok"":0,""nok"":0},{""station"":""731"",""ok"":0,""nok"":0},{""station"":""750"",""ok"":0,""nok"":0},{""station"":""810"",""ok"":0,""nok"":0},{""station"":""915"",""ok"":0,""nok"":0},{""station"":""940"",""ok"":0,""nok"":0},{""station"":""960"",""ok"":0,""nok"":0},{""station"":""CHW"",""ok"":0,""nok"":0},{""station"":""CCC"",""ok"":0,""nok"":0},{""station"":""MAT"",""ok"":0,""nok"":0},{""station"":""EOL"",""ok"":0,""nok"":0}]"
D10202025S1C1,10/20/2025,07:00:00,2025-10-20T07:00:00,10/20/2025,15:00:00,2025-10-20T15:00:00,"WG REA FORD CA030",430,0,430,"[{""station"":""620"",""ok"":480,""nok"":2},{""station"":""730"",""ok"":494,""nok"":1},{""station"":""731"",""ok"":492,""nok"":2},{""station"":""750"",""ok"":485,""nok"":0},{""station"":""810"",""ok"":483,""nok"":1},{""station"":""915"",""ok"":477,""nok"":0},{""station"":""940"",""ok"":469,""nok"":3},{""station"":""960"",""ok"":440,""nok"":12},{""station"":""CHW"",""ok"":484,""nok"":7},{""station"":""CCC"",""ok"":483,""nok"":1},{""station"":""MAT"",""ok"":486,""nok"":1},{""station"":""EOL"",""ok"":430,""nok"":1}]"
D10202025S2C1,10/20/2025,15:00:00,2025-10-20T15:00:00,10/20/2025,22:30:00,2025-10-20T22:30:00,"WG REA FORD CA030",1101,432,746,"[{""station"":""620"",""ok"":1121,""nok"":1},{""station"":""730"",""ok"":1151,""nok"":0},{""station"":""731"",""ok"":1120,""nok"":30},{""station"":""750"",""ok"":1123,""nok"":1},{""station"":""810"",""ok"":1119,""nok"":0},{""station"":""915"",""ok"":1117,""nok"":0},{""station"":""940"",""ok"":1111,""nok"":6},{""station"":""960"",""ok"":1108,""nok"":2},{""station"":""CHW"",""ok"":1128,""nok"":3},{""station"":""CCC"",""ok"":1122,""nok"":5},{""station"":""MAT"",""ok"":1123,""nok"":0},{""station"":""EOL"",""ok"":1101,""nok"":5}]"
D10202025S3C1,10/20/2025,22:30:00,2025-10-20T22:30:00,10/21/2025,07:00:00,2025-10-21T07:00:00,"WG REA FORD CA030",841,1,842,"[{""station"":""620"",""ok"":836,""nok"":1},{""station"":""730"",""ok"":841,""nok"":7},{""station"":""731"",""ok"":836,""nok"":6},{""station"":""750"",""ok"":837,""nok"":0},{""station"":""810"",""ok"":840,""nok"":0},{""station"":""915"",""ok"":843,""nok"":0},{""station"":""940"",""ok"":845,""nok"":1},{""station"":""960"",""ok"":842,""nok"":1},{""station"":""CHW"",""ok"":838,""nok"":6},{""station"":""CCC"",""ok"":835,""nok"":3},{""station"":""MAT"",""ok"":836,""nok"":0},{""station"":""EOL"",""ok"":841,""nok"":0}]"
D10212025S1C1,10/21/2025,07:00:00,2025-10-21T07:00:00,10/21/2025,15:00:00,2025-10-21T15:00:00,"NO_PRODUCTION",0,0,0,"[]"
D10212025S2C1,10/21/2025,15:00:00,2025-10-21T15:00:00,10/21/2025,22:30:00,2025-10-21T22:30:00,"NO_PRODUCTION",0,0,0,"[]"
D10212025S3C1,10/21/2025,22:30:00,2025-10-21T22:30:00,10/22/2025,07:00:00,2025-10-22T07:00:00,"NO_PRODUCTION",0,0,0,"[]"
